gene_id,sprot_Top_BLASTX_hit
TRINITY_DN13295_c0_g1,IKA1A_XENLA
TRINITY_DN13296_c0_g1,ZBED4_HUMAN
TRINITY_DN132973_c0_g1,TTLL3_MOUSE
TRINITY_DN132975_c0_g1,SC16A_MOUSE
TRINITY_DN13298_c0_g1,DCA12_XENTR
TRINITY_DN1329_c0_g1,RTJK_DROME
TRINITY_DN1329_c0_g2,HINT3_XENTR
TRINITY_DN1329_c4_g1,POL_FFV
TRINITY_DN132_c1_g1,CLCN7_RAT
TRINITY_DN13300_c0_g1,ZKSC1_RAT
TRINITY_DN13300_c0_g2,ZN614_MACFA
TRINITY_DN13300_c0_g3,ZN397_HUMAN
TRINITY_DN13300_c1_g1,ZO61_XENLA
TRINITY_DN13300_c2_g1,ZG71_XENLA
TRINITY_DN13302_c0_g1,ZNT1_MACFA
TRINITY_DN13302_c0_g4,ZNT1_MACFA
TRINITY_DN13302_c3_g1,IDI1_BOVIN
TRINITY_DN133030_c0_g1,CPSF1_HUMAN
TRINITY_DN133031_c0_g1,MSTN1_XENLA
TRINITY_DN133058_c0_g1,ANR17_HUMAN
TRINITY_DN133065_c0_g1,DIK2A_XENTR
TRINITY_DN133066_c0_g1,LTV1_XENLA
TRINITY_DN13306_c0_g1,BCL2_CHICK
TRINITY_DN133074_c2_g1,PLMN_CANLF
TRINITY_DN133081_c0_g1,FMC1_XENTR
TRINITY_DN133093_c0_g1,EVI5_MOUSE
TRINITY_DN1330_c0_g1,CNOT8_HUMAN
TRINITY_DN133119_c0_g1,YG31B_YEAST
TRINITY_DN13311_c0_g1,GRK7A_XENLA
TRINITY_DN13312_c0_g1,ZG67_XENLA
TRINITY_DN13312_c0_g2,ZN432_HUMAN
TRINITY_DN13312_c2_g1,ZN853_HUMAN
TRINITY_DN133143_c0_g1,PHOP2_XENTR
TRINITY_DN133149_c0_g1,MTNA_XENLA
TRINITY_DN133149_c2_g1,MTNA_XENLA
TRINITY_DN133150_c0_g1,TF29_SCHPO
TRINITY_DN13315_c0_g2,D42E1_XENLA
TRINITY_DN133161_c1_g1,AIP_RAT
TRINITY_DN133161_c3_g1,AIP_BOVIN
TRINITY_DN13316_c0_g1,SAFB2_HUMAN
TRINITY_DN13316_c0_g2,SAFB2_HUMAN
TRINITY_DN13316_c0_g3,SAFB1_MOUSE
TRINITY_DN13316_c0_g4,SAFB1_MOUSE
TRINITY_DN133172_c0_g1,LORF2_HUMAN
TRINITY_DN133178_c0_g1,BAZ2A_XENLA
TRINITY_DN133185_c0_g1,QTRT2_XENLA
TRINITY_DN133192_c0_g1,TCB1_CAEBR
TRINITY_DN13319_c0_g1,CCD96_MACFA
TRINITY_DN13319_c0_g2,QRIC2_HUMAN
TRINITY_DN1331_c1_g1,FKB15_HUMAN
TRINITY_DN13320_c0_g2,TANA_XENLA
TRINITY_DN133213_c0_g1,VITRN_HUMAN
TRINITY_DN13321_c0_g1,S10AG_BOVIN
TRINITY_DN133222_c0_g1,LORF2_MOUSE
TRINITY_DN133223_c0_g1,ECT2L_HUMAN
TRINITY_DN133236_c0_g1,YG31B_YEAST
TRINITY_DN133239_c0_g1,TIKI1_XENTR
TRINITY_DN133241_c0_g1,S4A8_MOUSE
TRINITY_DN133256_c0_g1,DPYL1_HUMAN
TRINITY_DN133272_c0_g1,PKHL1_HUMAN
TRINITY_DN133277_c0_g1,LIN1_NYCCO
TRINITY_DN133294_c0_g1,LORF2_HUMAN
TRINITY_DN133295_c0_g1,LORF2_HUMAN
TRINITY_DN1332_c1_g2,AL1L1_XENLA
TRINITY_DN133304_c0_g1,MYO3B_HUMAN
TRINITY_DN133311_c0_g2,LIN1_NYCCO
TRINITY_DN133332_c0_g1,GPTC4_XENLA
TRINITY_DN133335_c0_g1,CABL2_MOUSE
TRINITY_DN133341_c0_g1,LORF2_MOUSE
TRINITY_DN133346_c0_g1,LORF2_MOUSE
TRINITY_DN133354_c0_g1,GUF1_PLAF7
TRINITY_DN133366_c0_g1,RTL1_HUMAN
TRINITY_DN133372_c0_g1,LORF2_HUMAN
TRINITY_DN133383_c1_g1,MP2K5_RAT
TRINITY_DN133386_c0_g1,EX3L4_HUMAN
TRINITY_DN133389_c0_g1,CDC73_RAT
TRINITY_DN13338_c0_g1,NQO2_MOUSE
TRINITY_DN1333_c0_g1,UGPA_MOUSE
TRINITY_DN1333_c0_g2,UGPA_PIG
TRINITY_DN133413_c0_g1,LORF2_HUMAN
TRINITY_DN133413_c0_g2,LORF2_HUMAN
TRINITY_DN133431_c0_g1,KDM5A_MOUSE
TRINITY_DN133435_c0_g1,TF29_SCHPO
TRINITY_DN133435_c1_g1,TF29_SCHPO
TRINITY_DN133443_c0_g1,LORF2_HUMAN
TRINITY_DN13344_c0_g1,HECW1_HUMAN
TRINITY_DN13344_c0_g2,HECW1_MOUSE
TRINITY_DN133460_c0_g1,DX39A_MOUSE
TRINITY_DN133460_c1_g1,DX39A_MOUSE
TRINITY_DN133477_c0_g1,GCNT3_RAT
TRINITY_DN133481_c0_g1,RAMP3_HUMAN
TRINITY_DN133488_c0_g1,YTX2_XENLA
TRINITY_DN133499_c0_g1,KLHL7_CHICK
TRINITY_DN1334_c1_g1,BMP4_XENLA
TRINITY_DN1334_c2_g1,BMP4_XENLA
TRINITY_DN133505_c0_g1,LITD1_MOUSE
TRINITY_DN133506_c0_g2,KCNH3_HUMAN
TRINITY_DN13350_c0_g1,THAP2_HUMAN
TRINITY_DN133514_c0_g1,DYST_MOUSE
TRINITY_DN133526_c2_g1,LIN1_NYCCO
TRINITY_DN13352_c0_g1,MPIP2_MOUSE
TRINITY_DN133530_c0_g1,HRH3_CAVPO
TRINITY_DN133530_c0_g2,HRH3_MOUSE
TRINITY_DN133548_c0_g1,TRI25_HUMAN
TRINITY_DN13354_c0_g1,AMPE_BOVIN
TRINITY_DN133555_c1_g1,CREB5_HUMAN
TRINITY_DN13355_c0_g1,SEBP2_RAT
TRINITY_DN133566_c0_g1,STK35_MOUSE
TRINITY_DN133574_c0_g1,YI31B_YEAST
TRINITY_DN133580_c0_g1,ZBED4_MOUSE
TRINITY_DN133589_c0_g1,PCSK5_HUMAN
TRINITY_DN1335_c0_g1,CDC26_BOVIN
TRINITY_DN13360_c0_g1,ZNF74_HUMAN
TRINITY_DN13360_c0_g2,ZN436_PONAB
TRINITY_DN13360_c0_g3,ZN586_HUMAN
TRINITY_DN13360_c0_g4,ZN184_MOUSE
TRINITY_DN13360_c1_g1,ZO71_XENLA
TRINITY_DN13360_c1_g2,PRDM9_RAT
TRINITY_DN13360_c2_g1,ZG71_XENLA
TRINITY_DN13361_c0_g1,MRTFB_XENLA
TRINITY_DN133623_c0_g1,SND1_HUMAN
TRINITY_DN133628_c0_g1,SIG14_HUMAN
TRINITY_DN133629_c0_g1,ZEB2_HUMAN
TRINITY_DN133632_c0_g1,LIN1_NYCCO
TRINITY_DN133633_c0_g1,RBSK_HUMAN
TRINITY_DN133634_c0_g1,LORF2_MOUSE
TRINITY_DN133639_c0_g1,LORF2_HUMAN
TRINITY_DN13363_c0_g1,CAH6_HUMAN
TRINITY_DN13365_c0_g1,ABL1_MOUSE
TRINITY_DN13365_c1_g1,NEK1_HUMAN
TRINITY_DN133660_c0_g1,CC173_MOUSE
TRINITY_DN133662_c0_g1,ATS17_HUMAN
TRINITY_DN13366_c0_g1,FKBPL_HUMAN
TRINITY_DN133676_c0_g1,DYHC1_MOUSE
TRINITY_DN133682_c0_g1,LORF2_HUMAN
TRINITY_DN133686_c0_g1,ZSC22_HUMAN
TRINITY_DN133698_c4_g1,RCN1_HUMAN
TRINITY_DN1336_c0_g2,NCAS2_HUMAN
TRINITY_DN133710_c0_g1,C1QT7_HUMAN
TRINITY_DN133723_c0_g1,MX2_ONCMY
TRINITY_DN133723_c0_g2,MX1_SHEEP
TRINITY_DN133723_c1_g1,MX1_SHEEP
TRINITY_DN133724_c0_g1,LRRN4_HUMAN
TRINITY_DN13372_c0_g1,ERCC6_HUMAN
TRINITY_DN133731_c0_g1,HEAT6_XENLA
TRINITY_DN13374_c0_g2,KDM5B_CHICK
TRINITY_DN133750_c0_g1,SSPO_CHICK
TRINITY_DN133759_c0_g1,LORF2_MOUSE
TRINITY_DN13376_c0_g1,RP9_HUMAN
TRINITY_DN13376_c1_g1,DPOLL_MACFA
TRINITY_DN13380_c0_g1,LRRN1_HUMAN
TRINITY_DN13381_c0_g1,CLU_XENTR
TRINITY_DN133824_c0_g1,LORF2_MOUSE
TRINITY_DN13382_c0_g1,CC125_HUMAN
TRINITY_DN13382_c0_g2,CC125_HUMAN
TRINITY_DN133845_c0_g1,ZO71_XENLA
TRINITY_DN133866_c0_g1,ATL2_HUMAN
TRINITY_DN133882_c0_g1,CCNG1_HUMAN
TRINITY_DN133887_c0_g1,LORF2_HUMAN
TRINITY_DN133887_c1_g1,LIN1_NYCCO
TRINITY_DN1338_c0_g1,MSRB3_MOUSE
TRINITY_DN1338_c0_g2,MSRB3_MOUSE
TRINITY_DN133902_c0_g1,LORF2_HUMAN
TRINITY_DN133903_c0_g1,LORF1_HUMAN
TRINITY_DN13390_c0_g2,BAD_MOUSE
TRINITY_DN133911_c0_g1,MERL_RAT
TRINITY_DN133911_c1_g1,MERL_RAT
TRINITY_DN13391_c0_g1,PRDC1_XENTR
TRINITY_DN133922_c0_g1,THILA_XENLA
TRINITY_DN13392_c0_g1,UTP4_HUMAN
TRINITY_DN133938_c0_g1,LORF2_MOUSE
TRINITY_DN13393_c0_g1,A16L2_HUMAN
TRINITY_DN133943_c0_g1,PCDGM_PANTR
TRINITY_DN133946_c1_g1,DPYL5_HUMAN
TRINITY_DN13394_c0_g1,K1958_HUMAN
TRINITY_DN13394_c0_g2,ZG66_XENLA
TRINITY_DN13394_c1_g1,ZNF35_HUMAN
TRINITY_DN13394_c1_g2,ZG66_XENLA
TRINITY_DN13394_c2_g2,ZNF84_HUMAN
TRINITY_DN133955_c0_g1,LORF2_HUMAN
TRINITY_DN133958_c0_g1,TTLL3_DANRE
TRINITY_DN13397_c0_g2,KCND1_HUMAN
TRINITY_DN1339_c0_g1,ENSA_XENTR
TRINITY_DN1339_c0_g2,ENSA_XENTR
TRINITY_DN133_c0_g1,REEP6_DANRE
TRINITY_DN134008_c0_g1,LORF2_MOUSE
TRINITY_DN134013_c0_g1,LORF2_HUMAN
TRINITY_DN134013_c0_g2,LORF2_HUMAN
TRINITY_DN13401_c0_g1,PHF20_MOUSE
TRINITY_DN134020_c0_g1,EST2A_XENLA
TRINITY_DN134034_c0_g1,EPG5_MOUSE
TRINITY_DN13403_c0_g1,QORX_HUMAN
TRINITY_DN13403_c0_g2,QORX_HUMAN
TRINITY_DN134044_c1_g1,ABCA1_MOUSE
TRINITY_DN134048_c0_g1,CHD6_HUMAN
TRINITY_DN13405_c0_g1,FORH_DICDI
TRINITY_DN13405_c0_g2,ECI2_HUMAN
TRINITY_DN13408_c0_g1,IGS11_BOVIN
TRINITY_DN134092_c0_g1,CTBP1_RAT
TRINITY_DN1340_c0_g1,RT34_HUMAN
TRINITY_DN1340_c0_g2,RT34_HUMAN
TRINITY_DN1340_c1_g1,GSDME_HORSE
TRINITY_DN1340_c1_g2,GSDME_HUMAN
TRINITY_DN134101_c0_g1,FAM3A_MOUSE
TRINITY_DN134114_c0_g1,USH1C_MOUSE
TRINITY_DN134119_c0_g1,YTHD3_PONAB
TRINITY_DN13411_c0_g1,CP2K1_ONCMY
TRINITY_DN134122_c0_g1,LORF2_HUMAN
TRINITY_DN134126_c0_g1,GP146_XENLA
TRINITY_DN134126_c1_g1,GP146_XENLA
TRINITY_DN134129_c0_g1,LORF2_HUMAN
TRINITY_DN13412_c0_g1,PK3CD_MOUSE
TRINITY_DN134134_c0_g2,LITD1_MOUSE
TRINITY_DN134148_c0_g1,CD209_HYLLA
TRINITY_DN134167_c1_g1,LORF2_HUMAN
TRINITY_DN134168_c0_g1,IDHG1_RAT
TRINITY_DN13417_c0_g1,PTPRB_HUMAN
TRINITY_DN13417_c0_g2,PTPRB_HUMAN
TRINITY_DN134180_c1_g1,ZN292_HUMAN
TRINITY_DN134185_c0_g1,PLSL_HUMAN
TRINITY_DN134188_c0_g2,POL_FENV1
TRINITY_DN134190_c1_g1,UHRF1_DANRE
TRINITY_DN134196_c0_g1,ARF3_TAKRU
TRINITY_DN1341_c0_g1,CBPY_SCHPO
TRINITY_DN13421_c0_g1,T131L_HUMAN
TRINITY_DN134229_c0_g1,SO1A4_MOUSE
TRINITY_DN13422_c0_g1,RBP2_HUMAN
TRINITY_DN13422_c0_g2,RBP2_BOVIN
TRINITY_DN13422_c0_g3,RBP2_PANTR
TRINITY_DN13422_c0_g4,RBP2_PANTR
TRINITY_DN13423_c0_g1,NHP2_XENTR
TRINITY_DN134259_c0_g1,IFT80_MOUSE
TRINITY_DN13426_c0_g1,SAMC_XENTR
TRINITY_DN13427_c0_g1,DTWD1_XENTR
TRINITY_DN13427_c0_g2,DTWD1_XENLA
TRINITY_DN134280_c0_g1,GOGA2_MOUSE
TRINITY_DN134283_c0_g1,PI4KA_RAT
TRINITY_DN134284_c0_g1,LORF2_MOUSE
TRINITY_DN134292_c0_g1,AL9A1_HUMAN
TRINITY_DN1342_c1_g1,EF1A_ORYLA
TRINITY_DN134302_c0_g1,PEDF_MOUSE
TRINITY_DN134302_c1_g1,PEDF_MOUSE
TRINITY_DN13430_c0_g1,CGAT2_HUMAN
TRINITY_DN13431_c0_g1,PKHG1_HUMAN
TRINITY_DN13433_c1_g1,PTN23_HUMAN
TRINITY_DN134346_c0_g1,CSRN2_MOUSE
TRINITY_DN134346_c1_g1,CSRN3_HUMAN
TRINITY_DN134349_c1_g1,UBP3_MOUSE
TRINITY_DN13435_c0_g1,ATL3_HUMAN
TRINITY_DN134361_c0_g1,LSM12_XENLA
TRINITY_DN134363_c0_g1,PEX19_CRIGR
TRINITY_DN134365_c0_g1,LIN1_NYCCO
TRINITY_DN134368_c0_g1,LIN1_NYCCO
TRINITY_DN13436_c2_g1,SIAS_MOUSE
TRINITY_DN13436_c3_g1,TDG_HUMAN
TRINITY_DN134370_c0_g1,FCGBP_HUMAN
TRINITY_DN134371_c0_g1,LORF2_MOUSE
TRINITY_DN13439_c0_g1,RB12B_PONAB
TRINITY_DN1343_c0_g1,NFYA_MOUSE
TRINITY_DN1343_c0_g2,NFYA_RAT
TRINITY_DN134403_c0_g1,LORF1_MOUSE
TRINITY_DN134404_c1_g1,ENTP2_CHICK
TRINITY_DN13441_c0_g1,IPSP_HUMAN
TRINITY_DN13441_c0_g2,SPA12_HUMAN
TRINITY_DN13441_c0_g3,SPA3C_MOUSE
TRINITY_DN134424_c0_g1,DLL2_XENLA
TRINITY_DN134429_c0_g1,ARBK2_BOVIN
TRINITY_DN13444_c1_g1,SPHK2_MOUSE
TRINITY_DN134465_c0_g1,MA2B2_MOUSE
TRINITY_DN13447_c0_g1,F241B_MOUSE
TRINITY_DN134484_c0_g1,VINC_MOUSE
TRINITY_DN134486_c0_g2,ICAM5_HUMAN
TRINITY_DN134486_c1_g1,O10P1_HUMAN
TRINITY_DN134494_c0_g1,PRSS8_RAT
TRINITY_DN134502_c0_g1,RSLBB_XENTR
TRINITY_DN134511_c0_g1,DLGP4_HUMAN
TRINITY_DN13452_c0_g1,ZN300_HUMAN
TRINITY_DN134537_c0_g1,JMY_XENTR
TRINITY_DN134538_c0_g1,SORC1_HUMAN
TRINITY_DN134548_c0_g1,S6A17_BOVIN
TRINITY_DN13454_c0_g1,LHX1_XENLA
TRINITY_DN134555_c0_g1,LRRC4_MOUSE
TRINITY_DN134573_c0_g1,CASP7_HUMAN
TRINITY_DN134582_c0_g1,NECT1_MOUSE
TRINITY_DN13458_c4_g1,KGP1_MOUSE
TRINITY_DN1345_c5_g1,PRP39_HUMAN
TRINITY_DN1345_c6_g1,APC7_HUMAN
TRINITY_DN134615_c0_g1,CAV2_TAKRU
TRINITY_DN134620_c0_g1,GGYF2_XENLA
TRINITY_DN134626_c0_g1,LORF2_HUMAN
TRINITY_DN13462_c0_g1,GBRD_HUMAN
TRINITY_DN134654_c0_g1,C42S2_BOVIN
TRINITY_DN134669_c0_g1,LIN1_NYCCO
TRINITY_DN134679_c0_g1,HDX_CHICK
TRINITY_DN134680_c1_g1,DYHC1_RAT
TRINITY_DN134685_c0_g1,RYR1_RABIT
TRINITY_DN134691_c0_g1,DYH11_HUMAN
TRINITY_DN134696_c0_g1,TIF1A_HUMAN
TRINITY_DN13469_c0_g1,HPHL1_HUMAN
TRINITY_DN1346_c0_g1,WBP4_HUMAN
TRINITY_DN1346_c0_g2,WBP4_HUMAN
TRINITY_DN13470_c0_g1,ZN300_HUMAN
TRINITY_DN13470_c0_g2,ZO84_XENLA
TRINITY_DN13470_c1_g1,ZO71_XENLA
TRINITY_DN13470_c1_g2,ZN567_HUMAN
TRINITY_DN134711_c0_g1,CHD7_CHICK
TRINITY_DN134713_c0_g1,MTREX_HUMAN
TRINITY_DN13472_c0_g1,MMGT1_PONAB
TRINITY_DN13472_c0_g2,MMGT1_PONAB
TRINITY_DN13472_c1_g1,RREB1_CHICK
TRINITY_DN134746_c0_g1,HMDH_PIG
TRINITY_DN134754_c0_g1,CNKR3_HUMAN
TRINITY_DN13475_c0_g1,CRO_LITCT
TRINITY_DN134760_c0_g1,DEDD_HUMAN
TRINITY_DN134773_c0_g1,PGBD4_HUMAN
TRINITY_DN13477_c0_g1,TM271_HUMAN
TRINITY_DN134788_c0_g1,FLP13_CAEEL
TRINITY_DN134789_c0_g2,IZUM1_HUMAN
TRINITY_DN134792_c0_g1,M860_ARATH
TRINITY_DN13480_c0_g1,SE6L1_HUMAN
TRINITY_DN13480_c0_g5,SE6L1_MOUSE
TRINITY_DN134820_c0_g1,ARI1A_MOUSE
TRINITY_DN134847_c0_g1,LRP1_CHICK
TRINITY_DN134849_c0_g1,LORF2_MOUSE
TRINITY_DN13484_c0_g1,PCCB_HUMAN
TRINITY_DN134861_c0_g1,FLRT2_HUMAN
TRINITY_DN134865_c0_g1,LORF2_MOUSE
TRINITY_DN134881_c0_g1,ADA10_XENLA
TRINITY_DN134881_c0_g2,ADA10_XENLA
TRINITY_DN134881_c0_g3,ADA10_XENLA
TRINITY_DN134881_c0_g5,ADA10_MOUSE
TRINITY_DN134881_c0_g6,ADA10_BOVIN
TRINITY_DN134886_c0_g1,LORF2_HUMAN
TRINITY_DN134895_c0_g1,LORF2_HUMAN
TRINITY_DN134895_c0_g2,LORF2_HUMAN
TRINITY_DN1348_c2_g1,CN37_HUMAN
TRINITY_DN134904_c0_g1,LORF2_MOUSE
TRINITY_DN13490_c0_g1,ZDH21_PONAB
TRINITY_DN134913_c0_g1,MMP24_HUMAN
TRINITY_DN134917_c0_g1,LORF2_HUMAN
TRINITY_DN134918_c0_g1,POL_WMSV
TRINITY_DN134922_c0_g1,YTX2_XENLA
TRINITY_DN134922_c0_g2,YTX2_XENLA
TRINITY_DN134936_c0_g1,LIN1_NYCCO
TRINITY_DN13494_c0_g1,HEAT1_HUMAN
TRINITY_DN134960_c0_g1,POL3_DROME
TRINITY_DN134964_c0_g1,CNTLN_HUMAN
TRINITY_DN13496_c0_g1,ZBT26_HUMAN
TRINITY_DN134974_c1_g1,VOPP1_XENTR
TRINITY_DN134988_c0_g1,SMKR1_HUMAN
TRINITY_DN134997_c0_g1,RAG1_XENLA
TRINITY_DN1349_c0_g1,NDUBA_MOUSE
TRINITY_DN1349_c0_g2,NDUBA_MOUSE
TRINITY_DN134_c0_g1,NMT2_MOUSE
TRINITY_DN134_c0_g2,LAMP2_CHICK
TRINITY_DN134_c1_g1,NMT1_HUMAN
TRINITY_DN134_c1_g2,NMT1_MOUSE
TRINITY_DN135019_c0_g1,LIN1_NYCCO
TRINITY_DN135029_c0_g1,TC1A_CAEEL
TRINITY_DN135035_c0_g1,CARL1_HUMAN
TRINITY_DN135039_c0_g1,COCA1_RABIT
TRINITY_DN135054_c0_g1,LORF2_MOUSE
TRINITY_DN135054_c0_g2,LIN1_NYCCO
TRINITY_DN135055_c1_g1,CO6A3_HUMAN
TRINITY_DN135057_c0_g1,CTRA_GADMO
TRINITY_DN13505_c0_g1,TOM5_PONAB
TRINITY_DN13505_c0_g3,TOM5_PONAB
TRINITY_DN135062_c1_g1,SF3A2_HUMAN
TRINITY_DN13506_c0_g1,CAR19_BOVIN
TRINITY_DN135072_c0_g1,LORF2_MOUSE
TRINITY_DN135075_c0_g1,BTF3_MOUSE
TRINITY_DN13507_c0_g1,TIGAR_XENTR
TRINITY_DN135080_c0_g1,FBX30_HUMAN
TRINITY_DN135082_c0_g2,PINLY_MOUSE
TRINITY_DN13508_c0_g2,EST1A_MOUSE
TRINITY_DN13508_c0_g3,EST1A_HUMAN
TRINITY_DN135090_c0_g1,DYH1_RAT
TRINITY_DN135090_c0_g2,DYH1_MOUSE
TRINITY_DN135094_c0_g1,TNPO3_HUMAN
TRINITY_DN135097_c1_g1,CYBC1_XENTR
TRINITY_DN135099_c0_g1,LIN1_NYCCO
TRINITY_DN13509_c0_g1,ZO22_XENLA
TRINITY_DN13509_c0_g2,ZG71_XENLA
TRINITY_DN135100_c0_g1,CRBN_XENTR
TRINITY_DN135112_c0_g1,TF29_SCHPO
TRINITY_DN135131_c0_g1,FGL2_HUMAN
TRINITY_DN135133_c2_g1,P5CR2_HUMAN
TRINITY_DN135136_c0_g1,API5A_XENLA
TRINITY_DN135137_c0_g1,EYA2_HUMAN
TRINITY_DN135139_c0_g1,TITIN_MOUSE
TRINITY_DN13516_c0_g1,VPS39_HUMAN
TRINITY_DN135179_c0_g1,SMG7_HUMAN
TRINITY_DN13517_c1_g1,C102A_XENLA
TRINITY_DN13518_c0_g1,FPGT_HUMAN
TRINITY_DN135198_c0_g2,LORF2_MOUSE
TRINITY_DN13519_c0_g1,RNF26_MOUSE
TRINITY_DN1351_c0_g1,TMCC2_MOUSE
TRINITY_DN1351_c0_g2,TMCC2_HUMAN
TRINITY_DN13520_c0_g1,TULP4_MOUSE
TRINITY_DN135214_c0_g1,LORF2_MOUSE
TRINITY_DN13521_c0_g1,DOXA1_XENLA
TRINITY_DN135220_c0_g1,NTF2_XENLA
TRINITY_DN135224_c0_g1,SETB1_XENLA
TRINITY_DN135227_c0_g1,RMD5A_XENTR
TRINITY_DN13522_c0_g1,NDNF_XENTR
TRINITY_DN135243_c1_g1,ZSCA2_PONAB
TRINITY_DN135246_c0_g1,ONEC2_MOUSE
TRINITY_DN13525_c0_g1,K0355_HUMAN
TRINITY_DN135263_c0_g1,PRDM4_HUMAN
TRINITY_DN135274_c0_g1,LIN1_NYCCO
TRINITY_DN135284_c0_g1,LIN1_NYCCO
TRINITY_DN135289_c4_g1,YG31B_YEAST
TRINITY_DN135299_c0_g1,GFRAL_HUMAN
TRINITY_DN135299_c0_g2,GFRAL_RAT
TRINITY_DN13529_c0_g1,SGK1_XENTR
TRINITY_DN13529_c1_g2,SGK1_CHICK
TRINITY_DN1352_c0_g1,RELL2_RAT
TRINITY_DN135314_c0_g1,RFIP2_HUMAN
TRINITY_DN135338_c0_g1,UT2_RABIT
TRINITY_DN135350_c0_g1,EF1A3_HUMAN
TRINITY_DN135355_c0_g1,SMN_MOUSE
TRINITY_DN13535_c0_g1,MYOG_CHICK
TRINITY_DN135360_c0_g1,STR6L_MOUSE
TRINITY_DN135360_c0_g2,STR6L_MOUSE
TRINITY_DN13536_c0_g1,ANR63_HUMAN
TRINITY_DN13538_c0_g1,LORF2_HUMAN
TRINITY_DN13538_c0_g2,LORF2_MOUSE
TRINITY_DN13538_c0_g3,LIN1_NYCCO
TRINITY_DN13538_c1_g1,LIN1_NYCCO
TRINITY_DN13538_c2_g1,LIN1_NYCCO
TRINITY_DN135393_c0_g1,LORF2_MOUSE
TRINITY_DN13539_c0_g3,ELMD3_HUMAN
TRINITY_DN1353_c0_g1,TANC1_MOUSE
TRINITY_DN135415_c0_g1,VWF_CANLF
TRINITY_DN13541_c0_g2,CWC22_XENLA
TRINITY_DN135423_c0_g1,AT1B3_RHIMB
TRINITY_DN135432_c0_g1,LORF2_HUMAN
TRINITY_DN135447_c0_g1,POL_WDSV
TRINITY_DN135448_c0_g1,ST5_HUMAN
TRINITY_DN13545_c0_g1,TTC3_HUMAN
TRINITY_DN135466_c0_g1,LORF2_MOUSE
TRINITY_DN135466_c1_g1,YTX2_XENLA
TRINITY_DN135471_c0_g1,CHM6A_XENLA
TRINITY_DN135472_c0_g1,LIN1_NYCCO
TRINITY_DN135472_c2_g1,LIN1_NYCCO
TRINITY_DN135473_c0_g1,LORF2_MOUSE
TRINITY_DN13547_c0_g1,PCOC2_HUMAN
TRINITY_DN13549_c1_g2,NPY2R_CHICK
TRINITY_DN13549_c3_g1,VTNC_MOUSE
TRINITY_DN13550_c1_g1,PHAR1_XENLA
TRINITY_DN135518_c0_g1,F1142_HUMAN
TRINITY_DN135519_c0_g1,UBP24_HUMAN
TRINITY_DN135524_c0_g1,CBPD_ANAPL
TRINITY_DN135534_c0_g1,CBX7_RAT
TRINITY_DN13553_c1_g1,S45A4_HUMAN
TRINITY_DN13554_c0_g1,MAJIN_HUMAN
TRINITY_DN135558_c0_g1,M17L2_XENTR
TRINITY_DN135563_c0_g1,K0232_MOUSE
TRINITY_DN135569_c0_g1,UBR5_HUMAN
TRINITY_DN13558_c0_g1,MOG1_DANRE
TRINITY_DN13558_c0_g2,MOG1_DANRE
TRINITY_DN13558_c0_g3,MOG1_DANRE
TRINITY_DN135596_c0_g1,LORF2_HUMAN
TRINITY_DN135598_c0_g1,LORF2_MOUSE
TRINITY_DN1355_c0_g1,TNF12_HUMAN
TRINITY_DN13561_c0_g1,GPX1_MOUSE
TRINITY_DN135621_c0_g1,LPAR5_HUMAN
TRINITY_DN135631_c0_g1,LORF2_MOUSE
TRINITY_DN135643_c0_g1,CETN3_HUMAN
TRINITY_DN135643_c1_g1,CETN3_HUMAN
TRINITY_DN135648_c0_g1,COCH_BOVIN
TRINITY_DN135659_c0_g1,LORF2_HUMAN
TRINITY_DN13565_c0_g1,SHSA2_XENLA
TRINITY_DN135660_c0_g1,ABHGA_RAT
TRINITY_DN135661_c0_g1,LORF2_MOUSE
TRINITY_DN135670_c0_g1,LIN1_NYCCO
TRINITY_DN135699_c2_g1,LORF2_HUMAN
TRINITY_DN13569_c0_g1,STOM_HUMAN
TRINITY_DN13569_c0_g2,STOM_HUMAN
TRINITY_DN135706_c0_g1,PSA7A_XENLA
TRINITY_DN135706_c0_g2,PSA7A_XENLA
TRINITY_DN13570_c0_g2,ACSF2_DANRE
TRINITY_DN135713_c0_g1,MYO1E_HUMAN
TRINITY_DN13571_c0_g1,BBS2_HUMAN
TRINITY_DN13571_c0_g2,BBS2_MOUSE
TRINITY_DN135721_c0_g1,TF28_SCHPO
TRINITY_DN135729_c0_g1,SYT11_HUMAN
TRINITY_DN13574_c0_g1,IRAK4_HUMAN
TRINITY_DN13574_c0_g3,IRAK4_MOUSE
TRINITY_DN13574_c1_g1,IRAK4_BOVIN
TRINITY_DN13575_c0_g1,RARAB_DANRE
TRINITY_DN13575_c0_g2,NR1D2_HUMAN
TRINITY_DN13575_c0_g3,RARA_XENLA
TRINITY_DN13575_c0_g4,NR1D2_HUMAN
TRINITY_DN135760_c0_g1,LORF2_HUMAN
TRINITY_DN135766_c0_g1,MTOR_MOUSE
TRINITY_DN13577_c0_g1,CRIP3_HUMAN
TRINITY_DN13577_c0_g2,CRIP2_MOUSE
TRINITY_DN13578_c0_g2,ZCHC3_MOUSE
TRINITY_DN135793_c0_g1,GLTL6_HUMAN
TRINITY_DN13579_c0_g1,LASP1_PONAB
TRINITY_DN13579_c0_g2,LASP1_PONAB
